latitude,longitude,altitude,building_age,population_density_x,wind_speed,wind_direction,river_water_level,river_discharge,drainage_system,elevation,slope,population_density_y,safe_camp_earthquake,safe_camp_flood
8.4719,77.0744,midland (50m),new (<20 years),medium,3.0,NW,3.1,264.9,poor,47.97982553,32.72028911,medium,0,0
8.4719,77.0745,lowland (10m),new (<20 years),high,5.5,E,4.0,290.3,moderate,77.00150599,35.25477924,low,0,0
8.4721,77.1127,lowland (10m),old (20-50 years),medium,3.1,W,9.9,94.0,moderate,35.04190246,22.7073979,high,0,0
8.4725,77.0731,midland (50m),new (<20 years),low,9.8,SW,7.2,374.5,moderate,37.65526455,29.84814095,medium,0,0
8.4731,77.0753,highland (150m),new (<20 years),high,5.7,W,3.3,274.1,poor,70.2242776,40.85464237,low,0,0
8.4732,77.075,highland (150m),new (<20 years),medium,1.1,S,3.2,254.8,poor,37.89077347,40.15896723,medium,0,0
8.4733,77.0753,midland (50m),new (<20 years),medium,0.1,N,6.1,163.5,moderate,88.68679328,33.44359173,medium,0,0
8.4735,77.0747,highland (150m),new (<20 years),low,12.4,W,1.9,31.3,moderate,99.75025294,40.39126387,medium,0,0
8.4735,77.0753,midland (50m),new (<20 years),high,6.9,SW,9.7,281.2,good,12.08135293,24.92708084,high,0,0
8.4736,77.0749,lowland (10m),new (<20 years),low,14.0,E,2.5,24.4,moderate,94.49814922,19.21898808,medium,0,0
8.4738,77.0743,lowland (10m),new (<20 years),high,2.3,SW,2.9,293.2,moderate,84.2191422,41.96670786,high,0,0
8.474,77.1321,midland (50m),new (<20 years),high,1.0,S,0.0,100.5,moderate,56.63499094,0.252436944,medium,0,0
8.4743,77.1323,midland (50m),new (<20 years),high,5.2,N,9.5,247.0,moderate,86.47520936,7.153970683,high,0,0
8.4745,77.1324,midland (50m),new (<20 years),low,7.8,NW,5.3,79.6,poor,9.313222153,1.235098119,medium,1,0
8.4747,77.133,highland (150m),new (<20 years),high,8.9,E,5.7,353.8,moderate,17.61631062,4.037673474,high,0,0
8.4748,77.0654,midland (50m),new (<20 years),high,3.1,N,7.9,251.8,good,66.56617484,15.10048022,medium,0,0
8.4752,76.9807,midland (50m),old (20-50 years),low,9.9,SW,2.1,245.0,good,69.33297242,14.82849828,high,0,0
8.4754,77.1073,lowland (10m),old (20-50 years),medium,2.8,SE,7.9,293.1,poor,7.619979228,36.20066625,medium,0,0
8.4757,77.1329,lowland (10m),new (<20 years),medium,4.8,SE,9.7,107.2,moderate,73.81413831,6.739532196,medium,0,0
8.4758,77.1872,highland (150m),old (20-50 years),high,10.9,SE,8.1,215.8,poor,65.18400495,12.48645655,low,0,0
8.4759,76.9821,lowland (10m),old (20-50 years),medium,14.9,S,1.1,160.7,poor,12.6573511,0.209574539,medium,0,0
8.4759,77.1112,midland (50m),new (<20 years),medium,2.7,E,5.2,67.8,moderate,42.14820643,36.22509385,high,0,0
8.4763,77.1345,highland (150m),old (20-50 years),medium,3.5,N,7.9,434.4,moderate,70.19917129,34.60282765,medium,0,0
8.4764,77.1528,midland (50m),new (<20 years),high,1.7,NW,5.0,248.8,good,86.39676884,38.00442772,low,0,0
8.4765,77.1347,highland (150m),old (20-50 years),high,10.6,NE,4.3,102.3,good,52.42509849,24.97177216,low,0,0
8.4766,77.1521,lowland (10m),old (20-50 years),high,2.2,W,7.3,476.5,moderate,79.37581762,44.13521011,high,0,0
8.4766,77.1527,midland (50m),new (<20 years),medium,12.3,N,2.9,59.3,good,87.28757343,19.97800328,medium,0,0
8.4767,77.1519,midland (50m),new (<20 years),low,7.8,SW,8.0,103.3,good,17.04784599,15.69123054,low,0,0
8.4768,77.1517,highland (150m),new (<20 years),low,5.8,SW,3.6,3.1,moderate,15.41832798,27.21213131,medium,0,0
8.477,77.1523,highland (150m),new (<20 years),medium,5.2,S,5.6,498.6,good,36.79952543,42.81638861,high,0,0
8.4771,76.9815,highland (150m),old (20-50 years),high,8.2,N,0.4,142.7,poor,65.21185928,26.04013359,high,0,0
8.4771,77.1514,lowland (10m),old (20-50 years),high,10.6,NE,8.5,444.8,poor,43.99262629,32.24299393,low,0,0
8.4771,77.1517,midland (50m),old (20-50 years),high,7.0,SE,8.1,192.2,poor,62.79075268,37.70550643,low,0,0
8.4773,77.1507,midland (50m),old (20-50 years),low,10.4,N,3.5,216.0,good,20.76798344,12.25422909,low,0,0
8.4777,77.1497,midland (50m),new (<20 years),medium,2.3,S,5.0,426.2,poor,99.93765986,19.87065798,medium,0,0
8.4777,77.154,highland (150m),new (<20 years),high,10.0,NW,9.3,17.9,good,16.73759409,12.08215432,high,0,0
8.4778,77.0755,lowland (10m),new (<20 years),low,3.6,W,7.5,173.6,poor,33.98147436,8.935104666,low,1,0
8.4779,77.148,midland (50m),old (20-50 years),low,1.1,E,2.0,137.3,good,21.30176729,4.454141819,low,0,0
8.4779,77.1491,midland (50m),old (20-50 years),high,11.6,NE,6.9,429.9,moderate,24.12873919,42.98839135,medium,0,0
8.478,76.9966,highland (150m),new (<20 years),low,12.9,S,6.6,209.2,moderate,96.6738519,20.01627728,high,0,0
8.4782,77.1478,highland (150m),old (20-50 years),medium,1.0,NE,6.0,299.2,moderate,20.11569422,16.181368,high,0,0
8.4782,77.1489,lowland (10m),old (20-50 years),medium,7.1,SE,1.3,495.6,good,99.67931748,38.29401092,medium,0,0
8.4783,77.1487,lowland (10m),old (20-50 years),low,1.8,W,0.9,195.0,poor,68.33828577,7.003054439,low,0,0
8.4784,76.9976,midland (50m),new (<20 years),low,13.1,W,7.6,401.4,moderate,8.757486516,22.59978,high,0,0
8.4785,77.1485,midland (50m),old (20-50 years),low,2.7,NE,4.8,291.4,good,35.73418427,1.176295046,low,0,0
8.4789,77.1474,lowland (10m),new (<20 years),low,9.3,N,5.0,267.6,moderate,55.74731776,38.03316895,low,0,0
8.479,77.1349,highland (150m),old (20-50 years),low,10.7,SE,7.3,148.3,moderate,96.69666882,12.76481429,medium,0,0
8.4793,77.0006,lowland (10m),old (20-50 years),low,0.2,SW,1.1,307.9,moderate,48.1148396,4.345928665,low,0,0
8.4797,76.9939,midland (50m),old (20-50 years),medium,7.0,SE,9.6,150.9,moderate,5.306705194,36.80114251,high,0,0
8.4802,77.0016,lowland (10m),new (<20 years),low,6.4,NW,7.0,434.8,poor,39.27102408,28.09074448,high,0,0
8.4803,77.0913,midland (50m),new (<20 years),low,8.1,W,8.3,353.5,poor,22.79483534,35.0901146,high,0,0
8.4803,77.0913,midland (50m),new (<20 years),low,8.1,W,8.3,353.5,poor,22.79483534,35.0901146,high,0,0
8.4803,77.0913,midland (50m),old (20-50 years),high,14.7,NE,0.5,50.8,poor,47.77849947,13.9375022,high,0,0
8.4803,77.0913,midland (50m),old (20-50 years),high,14.7,NE,0.5,50.8,poor,47.77849947,13.9375022,high,0,0
8.4805,77.0914,lowland (10m),new (<20 years),medium,10.7,E,4.9,329.2,poor,95.85466051,3.442479743,medium,0,0
8.4806,77.091,highland (150m),old (20-50 years),high,6.0,NE,1.9,252.3,good,71.17058185,22.13493774,low,0,0
8.4809,77.0679,highland (150m),old (20-50 years),medium,6.4,S,4.8,415.9,good,41.25576031,0.51854627,medium,0,0
8.4809,77.0911,midland (50m),old (20-50 years),low,6.8,SW,6.7,450.5,poor,6.21833505,28.90351303,high,0,0
8.4809,77.0914,lowland (10m),old (20-50 years),low,14.0,SE,1.0,79.7,good,57.04540346,32.14228511,low,0,0
8.481,76.9794,midland (50m),new (<20 years),medium,11.8,SW,2.4,333.9,moderate,35.39949674,29.20205742,high,0,0
8.481,77.0015,lowland (10m),old (20-50 years),high,13.9,N,5.5,378.6,good,12.67366888,24.06406487,low,0,0
8.481,77.046,midland (50m),old (20-50 years),high,13.2,SE,9.1,202.7,poor,37.05049579,19.54268049,high,0,0
8.481,77.091,lowland (10m),old (20-50 years),low,9.9,E,5.8,271.3,good,49.39679588,6.821491143,high,0,0
8.4811,77.0912,lowland (10m),old (20-50 years),high,14.0,NW,4.9,253.9,moderate,22.25965218,3.262348121,medium,0,0
8.4812,77.0911,lowland (10m),old (20-50 years),medium,9.5,E,7.4,157.0,good,76.66122028,1.127219921,medium,0,0
8.4813,77.0686,midland (50m),new (<20 years),low,1.3,SE,3.2,491.2,moderate,26.88747247,33.98639129,medium,0,0
8.4814,77.0015,highland (150m),new (<20 years),medium,6.1,E,4.5,144.1,poor,29.90472347,19.40553298,low,0,0
8.4816,77.0682,highland (150m),new (<20 years),medium,7.0,SE,2.7,191.4,good,41.8459768,39.18373611,high,0,0
8.4816,77.0686,midland (50m),old (20-50 years),medium,6.3,SE,8.0,290.7,moderate,94.57755932,42.91926971,medium,0,0
8.482,76.9994,midland (50m),new (<20 years),medium,8.4,NE,2.2,325.1,poor,32.9109009,29.83243226,low,0,0
8.4824,76.9767,highland (150m),old (20-50 years),low,6.3,N,4.6,439.0,moderate,9.818822825,6.629105815,high,0,0
8.4829,77.0724,midland (50m),old (20-50 years),high,11.7,W,9.8,268.8,poor,12.34305281,27.88137003,high,0,0
8.483,77.0877,midland (50m),new (<20 years),low,11.7,W,5.3,68.7,good,72.69097681,21.70514765,low,0,0
8.483,77.1766,midland (50m),old (20-50 years),low,2.6,NE,7.6,331.8,moderate,27.35146099,6.789687168,high,0,0
8.4831,77.0007,highland (150m),old (20-50 years),medium,10.5,W,2.0,252.4,poor,52.32682916,2.259242815,high,0,0
8.4831,77.0876,midland (50m),new (<20 years),low,7.7,NW,5.8,391.1,good,56.48766724,21.3023322,medium,0,0
8.4832,77.0449,highland (150m),new (<20 years),high,11.5,SE,3.1,259.8,moderate,49.82835333,19.37435237,high,0,0
8.4832,77.0724,lowland (10m),new (<20 years),medium,7.6,SW,0.4,302.1,moderate,96.55579444,4.567710725,high,0,0
8.4833,77.0877,highland (150m),old (20-50 years),medium,9.7,SW,7.6,317.7,moderate,93.20778184,28.45998796,low,0,0
8.4834,77.0,lowland (10m),new (<20 years),medium,4.9,NW,7.1,69.7,good,87.49691797,31.97154991,medium,0,0
8.4834,77.0734,lowland (10m),new (<20 years),low,1.6,E,7.9,296.9,good,75.34006095,19.87810038,medium,0,0
8.4835,77.0725,highland (150m),new (<20 years),low,14.4,SW,4.1,321.2,poor,22.37035729,44.44713489,medium,0,0
8.4836,77.0724,highland (150m),old (20-50 years),high,8.2,E,8.2,94.2,moderate,25.15971111,38.13658603,high,0,0
8.4836,77.0893,highland (150m),new (<20 years),medium,2.2,SE,9.8,418.1,good,74.54877534,14.03762262,low,0,0
8.4837,77.0888,highland (150m),new (<20 years),high,2.6,E,4.0,47.4,poor,15.79308238,15.81720895,medium,0,0
8.4837,77.108,lowland (10m),new (<20 years),low,10.1,S,3.8,341.5,poor,85.91332474,6.36435285,high,1,0
8.4838,77.1334,midland (50m),new (<20 years),low,14.5,E,8.2,309.8,poor,39.59298192,18.66898073,high,0,0
8.4843,77.1071,highland (150m),old (20-50 years),medium,1.3,W,3.1,360.2,poor,80.47817574,4.275337962,low,0,0
8.4844,76.995,lowland (10m),new (<20 years),medium,3.1,E,7.6,12.2,poor,66.24537012,42.44585955,high,0,0
8.4844,76.9999,highland (150m),new (<20 years),low,7.1,E,8.4,54.3,poor,46.19906627,7.61761176,medium,1,0
8.4856,76.9976,highland (150m),new (<20 years),medium,10.9,W,6.8,71.7,good,95.17749252,43.99643556,high,0,0
8.4856,77.0751,lowland (10m),old (20-50 years),high,7.2,W,2.4,384.3,poor,86.01001348,18.99933226,low,0,0
8.4859,77.0751,midland (50m),old (20-50 years),low,12.2,NE,1.2,1.0,good,45.78083831,37.55170581,medium,0,0
8.4861,76.9874,midland (50m),new (<20 years),high,1.1,SW,9.6,7.6,good,13.64295688,31.91195027,medium,0,0
8.4881,76.9849,lowland (10m),new (<20 years),high,11.6,SE,8.3,139.4,moderate,93.09424967,24.1955607,low,0,0
8.4881,76.9849,lowland (10m),new (<20 years),high,11.6,SE,8.3,139.4,poor,93.09424967,24.1955607,medium,0,0
8.4881,76.9849,highland (150m),old (20-50 years),low,2.1,SW,6.5,107.4,moderate,54.92588321,2.085573569,low,0,0
8.4881,76.9849,highland (150m),old (20-50 years),low,2.1,SW,6.5,107.4,poor,54.92588321,2.085573569,medium,0,0
8.4881,77.0511,lowland (10m),new (<20 years),high,0.1,S,5.8,17.5,good,16.23563984,6.137166153,medium,0,0
8.4882,76.9864,lowland (10m),old (20-50 years),medium,2.9,S,5.5,481.7,moderate,11.54041935,11.66896444,high,0,0
8.4883,77.0509,highland (150m),old (20-50 years),medium,11.4,NE,8.9,222.7,moderate,70.56090943,41.48673045,high,0,0
8.4883,77.051,midland (50m),new (<20 years),medium,13.3,NW,1.6,169.3,moderate,42.99773797,24.1554842,low,0,0
8.4883,77.0511,highland (150m),new (<20 years),medium,6.7,NE,7.8,35.4,poor,93.78271668,9.891499147,medium,0,0
8.4885,76.9986,highland (150m),old (20-50 years),medium,3.2,SW,2.3,83.3,moderate,59.54102712,39.77414459,low,0,0
8.4888,77.051,highland (150m),old (20-50 years),low,14.5,W,4.3,387.4,good,91.31040265,43.80740811,medium,0,0
8.4888,77.0518,highland (150m),old (20-50 years),low,12.0,E,9.8,75.2,moderate,48.16519418,18.77450686,high,0,0
8.489,77.0524,midland (50m),new (<20 years),high,10.0,S,2.1,361.4,moderate,97.94833269,41.9413494,high,0,0
8.4891,76.9811,lowland (10m),old (20-50 years),medium,4.5,SW,5.8,15.9,good,17.92946178,24.90281271,medium,0,0
8.4892,76.9786,lowland (10m),new (<20 years),high,5.2,S,4.8,126.0,poor,57.97420024,30.05292908,low,0,0
8.4892,77.0018,highland (150m),new (<20 years),low,13.7,SW,5.7,384.5,good,42.87978067,1.494583745,high,1,0
8.4892,77.0529,lowland (10m),old (20-50 years),high,9.3,N,2.3,333.3,moderate,67.27162012,36.275168,medium,0,0
8.4893,77.0514,highland (150m),old (20-50 years),medium,12.7,NE,4.0,226.4,moderate,86.45721,43.50332051,medium,0,0
8.4894,77.0506,midland (50m),old (20-50 years),medium,7.9,SW,5.9,465.6,moderate,25.33441639,6.921272635,high,0,0
8.4895,77.0502,lowland (10m),new (<20 years),medium,12.8,NE,9.7,20.7,poor,31.27783109,9.466120203,low,0,0
8.4898,77.0517,midland (50m),old (20-50 years),high,0.3,NE,5.2,322.3,poor,81.66085598,28.39123633,medium,0,0
8.4899,76.9781,midland (50m),new (<20 years),medium,12.3,S,3.4,213.8,poor,87.10980546,28.90921682,low,0,0
8.4901,77.0521,highland (150m),old (20-50 years),medium,5.9,SW,8.3,438.6,poor,17.93638541,18.41780218,medium,0,0
8.4901,77.0526,highland (150m),new (<20 years),high,7.4,N,3.0,122.3,poor,17.98569725,30.81723231,high,0,0
8.4902,76.9762,highland (150m),old (20-50 years),high,10.1,N,7.1,172.4,good,62.91795543,36.62965058,low,0,0
8.4903,76.9817,lowland (10m),old (20-50 years),high,1.9,NW,8.1,270.1,moderate,93.48921325,18.98110493,low,0,0
8.4904,77.0502,lowland (10m),old (20-50 years),high,3.4,SW,2.8,446.5,poor,17.00919309,13.47847717,medium,0,0
8.4904,77.0523,lowland (10m),new (<20 years),low,8.7,SW,9.9,85.9,good,21.33657918,14.17086746,low,1,0
8.4904,77.0526,midland (50m),new (<20 years),medium,13.2,S,6.1,288.4,good,39.50275231,29.03704591,medium,0,0
8.4905,76.9765,midland (50m),new (<20 years),low,8.4,N,5.4,480.8,good,53.73306014,22.87791676,low,0,0
8.4905,76.9846,highland (150m),old (20-50 years),medium,5.9,E,9.0,483.7,moderate,55.79568056,24.52249297,high,0,0
8.4905,76.9997,highland (150m),new (<20 years),low,3.9,E,0.4,178.2,poor,83.54356615,23.47335174,low,0,0
8.4905,77.0505,lowland (10m),old (20-50 years),high,11.2,N,9.7,97.5,poor,93.05633908,34.07404198,low,0,0
8.4905,77.1279,highland (150m),new (<20 years),low,8.6,NE,7.7,350.0,poor,45.27141339,11.90702901,medium,1,0
8.4906,77.0761,lowland (10m),old (20-50 years),medium,9.3,N,6.2,433.8,good,47.42437872,12.36982689,low,0,0
8.4906,77.1268,highland (150m),new (<20 years),low,4.0,NE,6.1,191.3,poor,19.32689785,4.322077839,low,1,0
8.4907,77.0507,lowland (10m),old (20-50 years),high,4.4,E,3.4,419.0,good,12.93179088,15.78826855,low,0,0
8.4908,76.9866,lowland (10m),old (20-50 years),high,5.3,N,8.4,359.1,poor,40.3813483,31.58209206,high,0,0
8.4908,77.0529,midland (50m),new (<20 years),medium,10.7,NE,1.2,497.1,moderate,40.54358877,4.4159267,medium,0,0
8.4908,77.0532,highland (150m),new (<20 years),low,8.0,E,6.9,84.0,poor,68.54908094,42.80368206,low,0,0
8.4909,77.0522,lowland (10m),new (<20 years),high,5.7,NW,5.5,187.7,moderate,91.22529516,40.99444025,medium,0,0
8.4909,77.127,highland (150m),new (<20 years),low,0.4,W,9.8,198.5,poor,68.70446123,31.46816233,medium,0,0
8.4911,76.9771,midland (50m),old (20-50 years),high,10.3,N,2.7,346.3,moderate,26.11513607,3.202362835,high,0,0
8.4911,76.9774,lowland (10m),old (20-50 years),low,0.0,E,3.0,441.1,moderate,24.41223256,39.55928128,medium,0,0
8.4911,76.9986,midland (50m),new (<20 years),low,1.8,N,0.5,415.6,good,58.31231814,13.09404849,low,1,0
8.4911,77.0501,highland (150m),old (20-50 years),high,13.4,NE,4.5,37.9,moderate,97.21323697,31.09610697,low,0,0
8.4912,77.0499,highland (150m),new (<20 years),low,7.4,N,1.2,187.4,moderate,73.17921892,43.06270396,low,0,0
8.4912,77.0504,lowland (10m),new (<20 years),low,9.1,S,2.4,200.9,moderate,80.46488678,35.41165714,high,0,0
8.4912,77.0505,midland (50m),new (<20 years),low,5.1,N,1.0,83.1,good,53.12362135,33.45377894,medium,0,0
8.4913,76.9994,midland (50m),new (<20 years),high,1.8,NW,8.3,255.5,moderate,64.27314909,19.31032824,low,0,0
8.4913,77.0503,lowland (10m),new (<20 years),high,14.8,SE,0.8,312.3,poor,66.57818774,11.29087392,medium,0,0
8.4913,77.0503,lowland (10m),new (<20 years),high,14.8,SE,0.8,312.3,moderate,66.57818774,11.29087392,high,0,0
8.4913,77.0503,lowland (10m),old (20-50 years),medium,13.7,W,7.0,437.3,poor,53.19004049,2.151495177,medium,0,0
8.4913,77.0503,lowland (10m),old (20-50 years),medium,13.7,W,7.0,437.3,moderate,53.19004049,2.151495177,high,0,0
8.4913,77.0518,lowland (10m),old (20-50 years),low,1.7,SE,2.9,229.2,moderate,85.14753885,15.73178211,low,0,0
8.4914,76.979,midland (50m),new (<20 years),medium,0.8,S,9.7,235.8,moderate,68.58869722,4.18066808,high,0,0
8.4914,77.1249,highland (150m),old (20-50 years),medium,3.5,SW,0.8,475.4,good,89.77778494,21.38942753,high,0,0
8.4915,77.0524,highland (150m),new (<20 years),high,0.6,N,3.8,48.9,good,19.18610846,41.6359508,high,0,0
8.4915,77.0527,highland (150m),new (<20 years),high,2.5,SW,6.9,291.8,good,90.19591956,13.09875809,high,0,0
8.4915,77.1249,midland (50m),new (<20 years),high,4.5,SE,1.4,418.0,good,62.37297082,2.735610407,medium,0,0
8.4916,76.9981,lowland (10m),new (<20 years),low,6.9,S,8.1,217.8,moderate,60.83486049,29.62812199,medium,0,0
8.4916,76.9992,lowland (10m),new (<20 years),low,9.0,NE,4.2,443.0,good,28.54625457,13.8624258,low,1,0
8.4916,77.1247,highland (150m),old (20-50 years),low,3.7,SW,4.0,420.3,good,33.13620194,27.48198865,medium,0,0
8.4917,77.0503,highland (150m),new (<20 years),high,5.3,E,5.7,348.3,moderate,14.71242828,35.91583809,medium,0,0
8.4917,77.0522,highland (150m),new (<20 years),medium,10.5,N,8.3,265.3,moderate,7.279124763,18.60056365,low,0,0
8.4917,77.1255,midland (50m),new (<20 years),high,10.5,E,5.6,274.3,moderate,17.87425491,7.429297254,medium,0,0
8.4918,76.9902,highland (150m),new (<20 years),low,13.8,SE,9.4,435.7,good,48.3522445,20.07642709,high,0,0
8.4919,76.9777,highland (150m),old (20-50 years),high,10.3,E,8.1,273.0,moderate,42.67854562,38.71669981,high,0,0
8.4919,76.9788,highland (150m),new (<20 years),medium,6.8,S,1.7,434.9,moderate,70.05954766,30.80682441,high,0,0
8.492,77.0483,lowland (10m),old (20-50 years),low,14.7,NW,6.3,227.6,good,63.71318637,26.91380639,low,0,0
8.492,77.0504,lowland (10m),old (20-50 years),low,14.4,SW,9.5,296.1,moderate,68.93425093,23.45023368,high,0,0
8.4921,76.9966,lowland (10m),old (20-50 years),low,13.3,W,1.5,149.5,poor,5.813955705,9.857747139,high,0,0
8.4921,76.9989,midland (50m),old (20-50 years),high,10.7,E,5.4,353.3,poor,88.14498823,3.635238251,medium,0,0
8.4921,77.0508,midland (50m),old (20-50 years),low,14.9,S,6.7,464.7,moderate,59.63765939,41.82726914,low,0,0
8.4921,77.0524,highland (150m),new (<20 years),medium,6.7,SW,7.7,357.3,good,67.821275,23.0784109,medium,0,0
8.4922,77.0518,highland (150m),old (20-50 years),medium,0.7,S,4.4,73.2,good,32.31643064,10.78294228,high,0,0
8.4922,77.0769,highland (150m),new (<20 years),high,10.7,S,7.7,25.8,good,60.71089961,42.46777477,low,0,0
8.4923,77.0479,lowland (10m),old (20-50 years),high,12.8,NW,3.2,223.2,poor,98.7806999,37.79742773,low,0,0
8.4923,77.0482,lowland (10m),old (20-50 years),high,4.1,SE,4.0,228.1,good,55.24673463,3.922392871,high,0,0
8.4924,77.0484,highland (150m),old (20-50 years),high,9.5,W,3.6,19.4,good,12.49938214,16.60262865,low,0,0
8.4924,77.0517,midland (50m),new (<20 years),low,11.2,N,5.9,490.6,good,49.64716297,43.16800224,low,0,0
8.4924,77.0518,midland (50m),new (<20 years),medium,9.9,NW,4.8,393.6,good,74.29522716,21.04843954,high,0,0
8.4925,77.0521,highland (150m),old (20-50 years),low,0.6,NW,5.8,321.7,moderate,69.29583674,1.627732492,low,0,0
8.4926,76.9883,midland (50m),new (<20 years),low,2.9,E,6.1,459.3,moderate,71.69319198,9.031057677,low,1,0
8.4926,77.0483,midland (50m),new (<20 years),low,13.2,E,6.2,169.0,good,80.4548647,8.252700392,medium,1,0
8.4926,77.0485,midland (50m),old (20-50 years),high,7.9,S,5.7,174.3,poor,88.19304943,10.12634586,high,0,0
8.4926,77.0499,highland (150m),new (<20 years),low,10.3,W,8.4,97.4,good,65.30778725,38.20649186,high,0,0
8.4926,77.1968,midland (50m),new (<20 years),high,14.0,SE,6.1,258.5,moderate,63.9776501,3.455573547,low,0,0
8.4927,77.052,midland (50m),old (20-50 years),high,3.6,N,7.1,472.2,good,53.17422278,4.078197573,high,0,0
8.4928,77.0487,midland (50m),old (20-50 years),medium,9.7,SE,8.3,382.2,good,95.34215666,19.47368687,high,0,0
8.4929,77.0497,highland (150m),old (20-50 years),medium,13.6,SW,6.0,196.5,moderate,65.35439719,5.274348235,medium,0,0
8.4929,77.0499,highland (150m),old (20-50 years),medium,14.9,S,0.3,70.0,poor,63.36245101,23.78462001,high,0,0
8.4929,77.0502,lowland (10m),old (20-50 years),high,13.1,NE,3.8,94.0,poor,26.1354852,5.332510225,high,0,0
8.493,77.0482,lowland (10m),new (<20 years),high,14.9,N,2.7,146.8,poor,63.99167724,40.19340082,high,0,0
8.4931,77.0487,lowland (10m),old (20-50 years),medium,2.4,SW,2.0,188.4,good,98.80583338,18.22869242,high,0,0
8.4932,76.9885,lowland (10m),old (20-50 years),low,6.2,N,8.9,498.2,good,86.91291778,11.59126491,high,0,0
8.4932,77.049,lowland (10m),old (20-50 years),high,1.3,E,2.3,165.0,poor,17.49680531,21.69834078,low,0,0
8.4932,77.0492,lowland (10m),new (<20 years),low,0.2,E,8.0,430.5,moderate,60.90609628,12.16828208,medium,1,0
8.4933,77.0001,highland (150m),new (<20 years),low,6.3,NW,2.0,213.5,good,67.25139057,11.46452609,low,1,0
8.4933,77.0486,highland (150m),old (20-50 years),low,5.9,SE,6.7,39.6,good,30.88898185,0.427441135,low,0,0
8.4933,77.1059,lowland (10m),new (<20 years),high,8.0,SE,7.2,444.3,poor,28.22399394,10.68968786,low,0,0
8.4935,76.9763,highland (150m),old (20-50 years),medium,12.4,SE,9.1,307.8,poor,24.71447637,30.64368752,high,0,0
8.4935,77.0504,midland (50m),new (<20 years),high,5.5,E,7.0,483.6,moderate,11.73148783,0.397190232,medium,0,0
8.4938,77.0496,highland (150m),old (20-50 years),medium,6.7,E,7.8,275.9,poor,61.48723119,25.62362599,high,0,0
8.494,77.1146,highland (150m),old (20-50 years),low,5.6,NE,7.0,310.0,poor,56.89734474,6.269828041,high,0,0
8.4941,77.0118,midland (50m),new (<20 years),medium,2.6,SW,8.3,33.8,poor,85.28860321,8.358468946,low,0,0
8.4941,77.1062,lowland (10m),new (<20 years),high,3.8,S,9.0,307.1,poor,74.12019255,19.96073826,medium,0,0
8.4942,76.9881,lowland (10m),old (20-50 years),low,10.4,S,7.2,214.2,good,81.05063039,36.92583514,low,0,0
8.4942,76.9887,midland (50m),old (20-50 years),high,13.1,NW,6.6,49.1,good,10.67271893,22.85154989,high,0,0
8.4943,76.9795,midland (50m),old (20-50 years),low,14.1,S,2.9,384.9,poor,79.48087485,37.40786576,high,0,0
8.4943,76.9884,highland (150m),old (20-50 years),high,14.3,SW,4.7,170.6,good,13.63039515,38.95394252,medium,0,0
8.4949,76.9893,midland (50m),old (20-50 years),medium,9.8,SE,8.6,369.0,good,44.54877197,11.01399855,low,0,0
8.495,76.9887,lowland (10m),new (<20 years),high,8.4,S,5.2,111.7,good,41.86396813,2.043910567,high,0,0
8.495,77.0972,lowland (10m),old (20-50 years),medium,13.8,N,2.2,237.7,good,28.86558991,17.76263374,medium,0,0
8.4955,77.0739,midland (50m),new (<20 years),medium,12.6,N,8.5,340.8,moderate,31.07723797,25.38426849,high,0,0
8.4956,77.0722,midland (50m),new (<20 years),low,6.5,NE,9.4,57.1,poor,52.16303855,32.55680042,medium,0,0
8.4957,77.0553,midland (50m),old (20-50 years),high,7.6,SW,0.5,269.1,good,63.47961456,6.089964183,high,0,0
8.4959,76.9984,midland (50m),old (20-50 years),low,1.6,SW,0.6,3.3,poor,35.13528981,25.7326503,high,0,0
8.496,76.9901,highland (150m),old (20-50 years),high,13.4,NW,1.5,329.5,poor,23.3947967,43.65794443,high,0,0
8.496,77.0579,midland (50m),new (<20 years),low,6.4,W,2.8,490.6,poor,91.70928939,41.29223694,medium,0,0
8.496,77.1104,lowland (10m),new (<20 years),low,9.4,SE,2.2,227.6,moderate,9.510242196,0.315158629,high,1,0
8.4961,77.0572,lowland (10m),new (<20 years),medium,1.5,SE,2.8,442.1,poor,21.3636005,43.59198145,high,0,0
8.4963,77.0576,midland (50m),new (<20 years),high,9.1,SW,7.3,339.2,poor,38.35133708,18.38751736,high,0,0
8.4963,77.0578,lowland (10m),old (20-50 years),low,11.6,W,9.9,42.7,good,18.31818332,29.83305559,high,0,0
8.4964,77.0573,midland (50m),old (20-50 years),high,14.2,NE,2.6,413.6,good,54.40338713,8.533297324,medium,0,0
8.4965,76.9909,lowland (10m),old (20-50 years),low,1.8,SW,4.3,175.2,poor,16.37738508,29.55805967,low,0,0
8.4965,77.0571,midland (50m),new (<20 years),high,8.6,SE,4.1,235.4,moderate,35.44532786,19.49870913,medium,0,0
8.4965,77.0714,highland (150m),new (<20 years),low,2.8,N,2.8,393.8,moderate,46.42507512,39.59498898,medium,0,0
8.4966,76.9789,midland (50m),new (<20 years),high,5.1,SE,9.6,45.1,poor,94.74072694,26.2768786,medium,0,0
8.4966,77.0568,highland (150m),new (<20 years),high,7.0,S,8.3,229.3,moderate,80.4495201,12.13584742,low,0,0
8.4967,77.1102,highland (150m),old (20-50 years),medium,9.3,N,0.6,159.6,poor,7.189974596,35.25971161,low,0,0
