time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,place,type,horizontalError,depthError,magError,magNst
2005-10-09T17:56:49.070Z,34.4,73.914,10,3.5,mb,10,214.2,,1.16,"37 km NNW of Uri, India",earthquake,,,,2
2005-10-09T07:19:12.530Z,34.396,74.102,10,3.5,mb,10,214.1,,0.69,"30 km NW of B?ram?la, India",earthquake,,,,2
2005-10-09T01:11:59.640Z,34.211,73.783,10,4.4,mb,22,108.6,,0.89,"28 km WNW of Uri, India",earthquake,,,,4
2005-10-08T14:39:26.480Z,34.095,73.773,10,4,mb,25,79,,0.96,"25 km W of Uri, India",earthquake,,,,7
2005-10-08T09:44:25.790Z,34.185,73.778,10,3.5,mb,12,225.8,,1.19,"27 km WNW of Uri, India",earthquake,,,,1
2005-10-08T09:36:50.930Z,34.202,73.888,10,4.8,mb,123,56.6,,0.81,"20 km NW of Uri, India",earthquake,,,,50
2005-10-08T06:14:44.370Z,34.054,73.954,10,4.5,mb,20,108.8,,0.83,"9 km WSW of Uri, India",earthquake,,,,2
2005-10-08T04:56:26.520Z,34.122,73.807,10,4.7,mb,29,122.9,,1.06,"22 km WNW of Uri, India",earthquake,,,,4
2005-09-07T02:57:47.920Z,33.025,80.698,10,4,mb,10,207,,0.84,"294 km NNE of Josh?math, India",earthquake,,0,,3
2005-09-05T16:22:07.240Z,30.432,79.114,35,3.8,mb,9,143.4,,0.99,"20 km NE of Rudrapray?g, India",earthquake,,,,1
2005-09-05T01:45:43.000Z,30.406,79.151,10,4.6,mb,37,116.1,,0.76,"20 km NE of Rudrapray?g, India",earthquake,,,,16
2005-08-30T08:53:17.460Z,17.067,73.773,10,4.7,mb,44,82.1,,0.92,"23 km NW of Malk?pur, India",earthquake,,,,18
2005-08-29T01:31:30.750Z,34.683,74.387,61.9,3.3,mb,12,197.8,,0.43,"37 km NW of Bandipura, India",earthquake,,24.7,,2
2005-08-21T19:53:33.890Z,29.974,80.586,35,3.5,mb,9,186.6,,1.09,"15 km NNE of Dh?rchula, India",earthquake,,0,,1
2005-08-18T01:17:53.890Z,33.079,78.198,10,3.4,mb,9,200.6,,1.12,"123 km ENE of Kyelang, India",earthquake,,0,,1
2005-08-16T03:45:54.190Z,30.924,78.56,42.6,4.4,mb,49,157.4,,0.81,"24 km NNE of Uttark?shi, India",earthquake,,7.7,,12
2005-08-14T06:33:32.500Z,17.398,74.118,35,4.4,mb,16,222.7,,0.99,"13 km NNW of Kar?d, India",earthquake,,,,2
2005-07-04T19:44:05.760Z,32.729,76.312,20,4.8,mb,93,98.2,,0.83,"25 km NE of Chamba, India",earthquake,,0,,36
2005-06-25T20:57:03.890Z,33.871,80.81,10,4,mb,16,93.9,,1.24,"299 km E of Leh, India",earthquake,,0,,6
2005-06-22T01:24:06.350Z,34.379,74.488,45,3.7,mb,14,196.4,,1.03,"10 km N of Sopur, India",earthquake,,0,,1
2005-06-14T14:23:18.470Z,27.205,87.92,44.4,4.6,mb,48,70.4,,0.89,"32 km WNW of Naya B?z?r, India",earthquake,,5.6,,10
2005-06-07T21:32:07.330Z,17.144,73.854,10,4.4,mb,17,103.5,,0.97,"26 km S of P?tan, India",earthquake,,,,5
2005-05-27T22:12:20.030Z,26.143,87.211,57.7,3.5,mb,13,163.9,,0.82,"18 km SSW of Forbesganj, India",earthquake,,12,,1
2005-05-23T00:25:24.280Z,31.126,78.522,10,3.7,mb,7,268.6,,1.4,"44 km N of Uttark?shi, India",earthquake,,,,2
2005-04-18T20:10:34.570Z,32.671,76.41,20,4.1,mb,20,107.7,,1.23,"29 km ENE of Chamba, India",earthquake,,0,,4
2005-04-17T10:29:31.990Z,33.701,80.642,31.5,3.9,mb,17,96.2,,1.14,"287 km E of Leh, India",earthquake,,37.2,,2
2005-04-14T07:11:27.170Z,32.567,76.359,31.3,4.8,mb,56,96.6,,0.74,"21 km E of Chamba, India",earthquake,,13.5,,15
2005-03-26T20:32:13.420Z,28.259,87.926,70.7,4.7,mwc,159,94.9,,0.73,"101 km NW of Mangan, India",earthquake,,9.4,,
2005-03-26T00:56:34.670Z,16.822,73.276,10,4.3,ml,11,189.1,,1.24,"19 km S of Ratnagiri, India",earthquake,,,,
2005-03-15T02:07:06.830Z,17.072,73.668,10,4.3,mb,14,198.2,,1.11,"Maharashtra, India",earthquake,,,,6
2005-03-14T09:43:49.120Z,17.145,73.73,10,4.9,mwc,98,86.2,,0.96,"28 km ESE of M?khjan, India",earthquake,,,,
2005-02-28T18:01:59.750Z,32.534,76.624,12,4.8,mb,79,106.3,,1.05,"37 km W of Kyelang, India",earthquake,,16.9,,36
2005-02-28T16:04:49.490Z,32.565,76.581,32.5,3.8,mb,13,199.3,,1.02,"41 km W of Kyelang, India",earthquake,,49.4,,3
2005-02-20T11:01:58.690Z,30.655,78.243,25,3.5,mb,9,233,,0.39,"17 km SSE of Barkot, India",earthquake,,34.3,,1
2005-02-15T21:48:38.440Z,31.85,74.991,50.4,4.2,mb,19,170.4,,0.52,"3 km ESE of Fatehgarh Ch?ri?n, India",earthquake,,9.3,,2
2005-01-17T00:49:32.030Z,34.273,80.005,38.6,4.4,mb,42,87.9,,0.96,"223 km E of Leh, India",earthquake,,11.6,,16
2004-11-28T21:17:56.740Z,33.241,74.895,37.9,3.9,mb,13,211,,0.7,"18 km NNE of Ri?si, India",earthquake,,21.9,,2
2004-11-26T23:53:56.720Z,30.676,77.2,42.1,3.7,mb,16,122.1,,0.86,"15 km NW of N?han, India",earthquake,,13.8,,2
2004-11-11T02:46:49.000Z,32.22,76.409,20,4.1,mb,20,118.2,,1.13,"8 km E of Dharamsala, India",earthquake,,0,,6
2004-11-11T02:13:45.040Z,32.442,76.512,34.6,4.9,mb,71,107.9,,0.88,"30 km NE of Dharamsala, India",earthquake,,19.1,,29
2004-10-17T15:35:45.840Z,35.204,77.669,15,4.3,mb,29,161.7,,1.18,"85 km ENE of Thang, India",earthquake,,0,,8
2004-09-28T00:39:44.500Z,29.97,79.671,82.6,3.7,mb,10,121.8,,1.3,"17 km NNW of B?geshwar, India",earthquake,,29.9,,1
2004-09-09T05:55:46.100Z,29.466,80.281,5.5,4.4,mb,18,123.1,,1.12,"14 km SSE of Pithor?garh, India",earthquake,,36.2,,6
2004-08-31T16:54:09.670Z,23.457,70.512,10,3.8,mb,9,187.6,,0.73,"18 km SW of R?par, India",earthquake,,,,2
2004-07-27T00:10:21.620Z,29.25,77.23,75.7,4.1,mb,24,164.1,,1.05,"6 km NE of Chhaprauli, India",earthquake,,17,,5
2004-07-22T03:31:05.970Z,32.188,77.17,10,3.9,mb,11,178.8,,0.78,"5 km N of Nagar, India",earthquake,,,,4
2004-07-17T18:21:57.540Z,23.905,71.57,10,3.8,mb,8,236.4,,1.17,"Gujarat, India",earthquake,,,,2
2004-07-13T12:50:07.490Z,33.693,76.999,40,3.9,mb,13,198.9,,0.89,"27 km NNE of Padam, India",earthquake,,,,4
2004-04-12T15:07:00.600Z,22.418,70.474,10,4.2,mb,12,170,,1.33,"13 km W of Paddhari, India",earthquake,,,,2
2004-04-07T09:02:28.230Z,28.858,78.418,10,4.2,mb,13,182.8,,0.67,"7 km SW of Amroha, India",earthquake,,0,,1
2004-03-01T17:41:18.600Z,30.368,80.496,58.6,4.8,mb,52,71.5,,0.8,"57 km N of Dh?rchula, India",earthquake,,14.8,,27
2004-02-23T13:34:08.640Z,33.005,78.874,46,3.7,mb,10,179.2,,0.33,"175 km SE of Leh, India",earthquake,,28.1,,1
2004-02-18T01:23:43.820Z,27.361,87.758,20.7,4.7,mb,40,88.3,,0.55,"50 km W of Gyalshing, India",earthquake,,14.4,,12
2004-02-04T18:46:58.400Z,33.947,75.149,23.8,4.1,mb,28,98.3,,0.56,"3 km NE of Tr?l, India",earthquake,,18.1,,8
2003-12-21T02:14:07.450Z,32.548,76.626,33,4.2,mb,8,224.3,,0.7,"37 km W of Kyelang, India",earthquake,,,,1
2003-12-15T23:56:07.980Z,31.527,78.151,33,4.4,mb,15,146.9,,1.08,"33 km E of Sar?han, India",earthquake,,,,1
2003-12-15T22:54:20.320Z,31.622,78.203,33,4.5,mb,20,125.8,,1.35,"40 km ENE of Sar?han, India",earthquake,,,,2
2003-10-20T00:39:54.440Z,23.316,86.448,33,4.3,mb,8,100.9,,1.18,"8 km E of Puruliya, India",earthquake,,,,1
2003-10-11T09:47:53.620Z,23.375,69.916,10,4.4,mb,37,126.4,,0.97,"28 km ENE of Bhuj, India",earthquake,,,,12
2003-09-29T13:40:30.450Z,27.358,87.738,33,4.6,mb,35,97.1,,0.68,"51 km W of Gyalshing, India",earthquake,,,,15
2003-08-10T11:17:54.380Z,27.216,75.739,10,4.5,mb,19,116,,1.48,"22 km WSW of Manoharpur, India",earthquake,,,,2
2003-08-05T11:08:01.910Z,23.689,70.435,10,5,mwc,256,51,,0.95,"25 km WNW of R?par, India",earthquake,,,,
2003-06-23T12:30:54.080Z,27.79,88.168,80.3,4.2,mb,22,82.2,,0.9,"46 km NW of Mangan, India",earthquake,,,,2
2003-06-18T19:42:03.870Z,35.24,76.813,33,4.2,mb,18,175.3,,0.97,"34 km N of Thang, India",earthquake,,,,3
2003-05-27T10:14:58.870Z,30.383,79.087,33,4.1,mb,17,89.7,,1.25,"14 km NE of Rudrapray?g, India",earthquake,,,,1
2003-05-27T04:23:28.960Z,30.547,79.293,33,4.9,mb,151,108.7,,0.73,"18 km NW of P?palkoti, India",earthquake,,,,98
2003-05-11T16:34:51.710Z,33.107,75.937,33,4.4,mb,61,105.6,,0.81,"24 km NE of Bhadarw?h, India",earthquake,,,,27
2003-04-27T19:17:24.140Z,32.874,76.761,33,4.1,mb,14,151.1,,0.82,"41 km NW of Kyelang, India",earthquake,,,,1
2003-04-16T13:54:55.790Z,33.493,76.582,33,4.4,mb,14,196.3,,0.79,"28 km W of Padam, India",earthquake,,,,2
2003-04-04T07:02:32.020Z,30.026,80.008,33,4.7,mb,51,80.1,,0.83,"30 km NE of B?geshwar, India",earthquake,,,,22
2003-03-05T08:22:35.710Z,31.519,78.62,18.9,4.7,mb,18,195.1,,0.91,"78 km E of Sar?han, India",earthquake,,,,4
2003-03-02T15:23:33.400Z,33.375,75.689,33,4.6,mb,70,65.6,,0.88,"9 km NW of Kishtw?r, India",earthquake,,,,41
2003-02-11T19:27:14.670Z,23.386,70.218,10,4.5,mb,23,,,1.13,"16 km NW of Bhach?u, India",earthquake,,,,11
2003-01-19T22:57:26.600Z,23.149,70.636,10,4.1,mb,16,,,1.24,"34 km ESE of Bhach?u, India",earthquake,,,,1
2002-11-10T03:19:01.680Z,34.306,80.828,33,4.8,mb,64,,,0.93,"299 km E of Leh, India",earthquake,,,,27
2002-10-09T17:49:39.850Z,34.147,80.816,33,4.3,mb,11,,,1.17,"298 km E of Leh, India",earthquake,,,,1
2002-10-09T12:13:44.580Z,34.264,80.631,33,3.7,mb,9,,,1.36,"280 km E of Leh, India",earthquake,,,,1
2002-10-08T04:48:17.200Z,31.73,77.21,33,4.5,mb,12,,,1.39,"15 km NW of Banj?r, India",earthquake,,,,1
2002-09-29T14:03:19.680Z,29.865,79.925,10,3.9,mb,20,,,0.87,"15 km ENE of B?geshwar, India",earthquake,,,,1
2002-09-04T16:11:57.360Z,31.23,77.76,33,4.1,mb,13,,,0.76,"3 km N of Rohru, India",earthquake,,,,1
2002-08-29T22:24:47.950Z,23.063,70.263,10,3.8,mb,8,,,1.53,"5 km NE of K?ndla, India",earthquake,,,,1
2002-08-18T16:03:35.700Z,23.236,70.234,10,3.9,mb,6,,,0.85,"13 km WSW of Bhach?u, India",earthquake,,,,1
2002-08-09T21:00:55.890Z,23.409,70.306,10,4.6,mb,32,,,1.12,"12 km NNW of Bhach?u, India",earthquake,,,,15
2002-07-10T06:38:14.790Z,34.103,80.61,33,4.4,mb,14,,,1.08,"279 km E of Leh, India",earthquake,,,,1
2002-07-02T17:10:39.590Z,26.897,84.511,33,3.9,mb,11,,,0.67,"10 km N of Bettiah, India",earthquake,,,,1
2002-06-21T14:15:54.600Z,34.267,80.768,33,4.7,mb,45,,,0.96,"293 km E of Leh, India",earthquake,,,,21
2002-06-04T18:32:16.950Z,34.296,76.436,33,4.3,mb,16,,,0.96,"40 km SE of Kargil, India",earthquake,,,,1
2002-05-23T15:24:41.330Z,34.365,76.736,33,4.3,mb,16,,,1.17,"59 km ESE of Kargil, India",earthquake,,,,2
2002-05-23T05:03:55.040Z,34.32,76.426,33,4.4,mb,21,,,0.91,"38 km SE of Kargil, India",earthquake,,,,8
2002-05-02T14:29:45.930Z,27.696,75.81,33,4.1,mb,18,,,1.52,"5 km SSE of Neem ka Thana, India",earthquake,,,,6
2002-04-24T17:08:48.110Z,23.393,70.024,10,4,mb,13,,,1.03,"30 km N of Anj?r, India",earthquake,,,,1
2002-04-06T04:40:25.450Z,34.366,76.259,44.5,4.4,mb,12,,,1.17,"24 km SSE of Kargil, India",earthquake,,18.1,,1
2002-03-30T06:17:46.640Z,23.483,70.345,10,4.5,mb,48,,,1.15,"20 km N of Bhach?u, India",earthquake,,,,22
2002-03-27T22:29:34.750Z,23.579,69.983,10,4.2,mb,17,,,0.94,"48 km NW of Bhach?u, India",earthquake,,,,3
2002-03-18T04:29:16.580Z,32.948,76.213,57.7,4.3,mb,13,,,1.2,"44 km N of Chamba, India",earthquake,,19.6,,3
2002-03-17T12:39:16.850Z,34.221,80.723,33,4.5,mb,38,,,0.85,"289 km E of Leh, India",earthquake,,,,13
2002-03-14T18:44:05.430Z,34.243,76.297,39.6,3.9,mb,21,,,1.02,"38 km SSE of Kargil, India",earthquake,,11.6,,5
2002-03-14T18:39:55.930Z,34.232,76.451,39.7,4.2,mb,29,,,1.17,"47 km SE of Kargil, India",earthquake,,12.6,,10
2002-03-09T18:43:02.360Z,29.955,79.966,33,4.6,mb,20,,,0.68,"22 km NE of B?geshwar, India",earthquake,,,,4
2002-02-02T21:24:43.110Z,34.202,80.686,33,3.6,mb,12,,,1.3,"285 km E of Leh, India",earthquake,,,,1
2002-01-27T22:33:43.630Z,33.123,75.91,40,5.3,mwc,97,,,0.94,"24 km NE of Bhadarw?h, India",earthquake,,8.2,,
2002-01-27T22:22:21.520Z,31.245,74.519,43.5,4.2,mb,26,,,1.07,"11 km NNW of Khem Karan, India",earthquake,,,,6
2002-01-18T13:44:45.350Z,23.148,69.757,10,4.2,mb,11,,,1.44,"14 km SE of Bhuj, India",earthquake,,,,3
2002-01-09T23:52:41.930Z,23.557,70.203,10,4.8,mb,73,,,0.81,"31 km NNW of Bhach?u, India",earthquake,,,,50
2002-01-07T13:04:13.860Z,33.785,74.785,33,4.1,mb,12,,,1.38,"8 km NNW of Shup?yan, India",earthquake,,,,1
2001-12-30T13:56:42.580Z,35.224,76.862,33,4.7,mb,21,,,1.12,"33 km N of Thang, India",earthquake,,,,7
2001-12-21T17:33:21.110Z,23.765,70.051,10,4.6,mb,24,,,1.32,"59 km NNW of Bhach?u, India",earthquake,,,,7
2001-12-02T22:41:13.790Z,27.15,88.171,33,5.1,mb,147,,,0.95,"7 km WNW of Naya B?z?r, India",earthquake,,,,63
2001-12-01T22:03:22.300Z,23.201,70.076,10,4.1,mb,16,,,1.17,"10 km NNE of Anj?r, India",earthquake,,,,3
2001-11-24T02:42:39.650Z,23.615,70.414,10,4.6,mb,21,,,1.38,"24 km W of R?par, India",earthquake,,,,9
2001-11-06T16:09:19.730Z,34.065,79.693,33,4.8,mb,94,,,0.76,"194 km E of Leh, India",earthquake,,,,48
2001-10-31T09:17:47.290Z,23.766,70.086,10,4.8,mb,15,,,0.81,"58 km NNW of Bhach?u, India",earthquake,,,,1
2001-10-20T21:42:00.490Z,33.664,76.318,78.6,4.1,mb,14,,,1.22,"57 km WNW of Padam, India",earthquake,,,,1
2001-10-14T21:14:41.370Z,32.564,76.065,33,4.8,mb,55,,,1.3,"5 km W of Chamba, India",earthquake,,,,35
2001-10-03T21:24:22.170Z,33.31,76.321,33,3.7,mb,18,,,0.8,"51 km E of Kishtw?r, India",earthquake,,,,1
2001-10-03T00:48:02.840Z,23.207,69.973,10,3.9,mb,13,,,0.64,"11 km NNW of Anj?r, India",earthquake,,,,2
2001-09-28T04:37:56.290Z,33.265,75.738,33,4.9,mwc,179,,,0.9,"6 km SSW of Kishtw?r, India",earthquake,,,,
2001-09-25T14:56:44.250Z,11.956,80.214,10,5.2,mwc,244,,,0.98,"39 km SE of Marakkanam, India",earthquake,,,,
2001-09-21T02:40:37.710Z,23.468,70.075,10,4.5,mb,16,,,1.26,"33 km NW of Bhach?u, India",earthquake,,,,2
2001-09-20T13:34:29.900Z,23.573,70.28,10,4.7,mb,37,,,0.9,"31 km NNW of Bhach?u, India",earthquake,,,,16
2001-09-13T10:18:58.180Z,28.851,77.22,10,4.1,mb,23,,,1.22,"6 km WSW of Khekra, India",earthquake,,,,3
2001-08-24T12:33:02.590Z,22.979,70.543,10,4.4,mb,11,,,0.95,"33 km E of K?ndla, India",earthquake,,,,4
2001-08-09T05:56:22.860Z,30.486,79.167,39.3,4.3,mb,31,,,0.93,"Uttaranchal, India",earthquake,,8.8,,6
2001-08-08T23:47:14.490Z,23.211,70.642,10,4,mb,15,,,1.08,"32 km ESE of Bhach?u, India",earthquake,,,,3
2001-08-04T11:24:35.390Z,23.307,70.265,10,4.3,mb,36,,,1.07,"8 km W of Bhach?u, India",earthquake,,,,19
2001-08-03T04:24:20.800Z,23.53,70.026,10,4.4,mb,28,,,1.04,"41 km NW of Bhach?u, India",earthquake,,,,10
2001-08-01T06:20:06.040Z,23.6,70.405,10,4,mb,13,,,0.82,"24 km W of R?par, India",earthquake,,,,6
2001-07-26T11:36:59.230Z,23.725,70.208,10,4.2,mb,12,,,1.46,"47 km WNW of R?par, India",earthquake,,,,2
2001-07-25T19:01:56.330Z,29.883,79.959,33,3.8,mb,6,,,1.02,"18 km ENE of B?geshwar, India",earthquake,,,,1
2001-07-15T00:04:27.020Z,23.705,70.367,10,4.2,mb,6,,,0.8,"32 km WNW of R?par, India",earthquake,,,,1
2001-07-11T22:37:31.000Z,23.507,70.419,10,3.7,mb,10,,,0.91,"24 km NNE of Bhach?u, India",earthquake,,,,3
2001-07-04T02:15:14.350Z,23.285,70.129,10,4.1,mb,14,,,0.9,"21 km NNE of Anj?r, India",earthquake,,,,1
2001-06-30T20:19:48.490Z,23.365,70.06,10,4.5,mb,38,,,1.03,"28 km N of Anj?r, India",earthquake,,,,14
2001-06-21T14:19:19.830Z,22.93,69.553,10,4.4,mb,20,,,1.03,"20 km WNW of Mundra, India",earthquake,,,,7
2001-06-17T16:02:27.210Z,23.607,70.088,10,4.2,mb,23,,,1.55,"42 km NW of Bhach?u, India",earthquake,,,,7
2001-06-17T01:49:45.330Z,32.479,78.31,57.7,4.6,mb,40,,,0.99,"109 km ENE of Man?li, India",earthquake,,10.5,,11
2001-06-12T12:41:01.540Z,22.223,83.948,33,4.8,mb,67,,,1,"14 km NW of Sundargarh, India",earthquake,,,,38
2001-05-13T04:05:40.220Z,23.376,70.213,10,4.4,mb,21,,,1.02,"15 km WNW of Bhach?u, India",earthquake,,,,6
2001-05-07T16:44:04.740Z,23.122,70.223,10,3.7,mb,14,,,1.21,"9 km N of K?ndla, India",earthquake,,,,1
2001-05-06T22:58:51.270Z,23.462,70.049,10,4.7,mb,18,,,0.86,"35 km WNW of Bhach?u, India",earthquake,,,,3
2001-05-06T07:42:32.070Z,23.406,70.092,10,4.7,mb,16,,,1.39,"28 km WNW of Bhach?u, India",earthquake,,,,4
2001-05-05T16:18:37.900Z,35.205,77.685,38.2,4.3,mb,25,,,1.31,"86 km ENE of Thang, India",earthquake,,12.2,,5
2001-05-04T06:26:41.750Z,34.443,74.213,33,4.3,mb,22,,,0.97,"28 km NNW of B?ram?la, India",earthquake,,,,3
2001-04-28T03:06:25.770Z,28.588,76.841,10,3.7,mb,12,,,0.9,"13 km W of Najafgarh, India",earthquake,,,,1
2001-04-26T09:00:23.200Z,23.52,70.548,10,4.2,mb,35,,,1.13,"Gujarat, India",earthquake,,,,11
2001-04-25T18:28:52.690Z,32.713,76.798,33,3.9,mb,16,,,1.15,"26 km NW of Kyelang, India",earthquake,,,,2
2001-04-24T06:05:45.110Z,23.377,70.162,10,4.1,mb,8,,,0.54,"20 km WNW of Bhach?u, India",earthquake,,,,2
2001-04-17T11:29:52.780Z,23.045,70.521,10,4.2,mb,9,,,1.42,"31 km E of K?ndla, India",earthquake,,,,3
2001-04-16T14:25:59.300Z,23.464,70.098,10,4.1,mb,10,,,1.07,"31 km NW of Bhach?u, India",earthquake,,,,5
2001-04-12T17:24:27.550Z,23.773,70.75,10,4.1,mb,18,,,1.06,"24 km NNE of R?par, India",earthquake,,,,2
2001-04-08T18:35:49.160Z,27.341,88.087,33,3.8,mb,17,,,1.21,"17 km WNW of Gyalshing, India",earthquake,,,,3
2001-04-01T08:56:50.920Z,23.47,70.5,17.9,4.6,mb,26,,,1,"18 km SW of R?par, India",earthquake,,,,6
2001-03-24T14:39:11.500Z,33.443,76.126,33,3.4,mb,7,,,0.85,"36 km ENE of Kishtw?r, India",earthquake,,,,1
2001-03-19T20:06:48.330Z,23.393,70.105,10,4.9,ms,59,,,1.11,"26 km WNW of Bhach?u, India",earthquake,,,,26
2001-03-14T23:49:04.990Z,22.587,69.846,10,4,mb,11,,,1.32,"17 km N of Sikka, India",earthquake,,,,2
2001-03-14T10:42:08.380Z,23.383,70.329,28.8,4.5,mb,19,,,1.21,"9 km N of Bhach?u, India",earthquake,,,,4
2001-03-13T12:05:44.070Z,23.5,70.128,10,3.7,mb,8,,,0.76,"31 km NW of Bhach?u, India",earthquake,,,,1
2001-03-12T11:34:18.010Z,30.406,79.022,33,4.5,mb,25,,,1.12,"13 km NNE of Rudrapray?g, India",earthquake,,,,11
2001-03-11T12:38:28.550Z,23.603,69.847,10,4,mb,11,,,0.53,"42 km NNE of Bhuj, India",earthquake,,,,2
2001-03-09T12:40:54.310Z,23.622,70.072,10,4.2,mb,9,,,0.81,"45 km NW of Bhach?u, India",earthquake,,,,2
2001-03-08T02:56:17.970Z,23.483,70.172,10,4.4,mb,17,,,1.23,"26 km NW of Bhach?u, India",earthquake,,,,5
2001-03-04T07:54:23.150Z,23.019,70.484,10,4.8,mb,52,,,1.16,"27 km E of K?ndla, India",earthquake,,,,24
2001-03-02T21:56:47.740Z,23.391,70.232,10,4.4,mb,16,,,1.31,"15 km NW of Bhach?u, India",earthquake,,,,4
2001-03-01T15:51:17.330Z,23.279,70.465,10,4.3,mb,19,,,1.14,"12 km E of Bhach?u, India",earthquake,,,,4
2001-03-01T00:53:16.060Z,23.236,70.276,10,4.5,mb,18,,,1.24,"9 km SW of Bhach?u, India",earthquake,,,,3
2001-02-28T14:33:39.090Z,23.283,70.285,27.6,4.3,mb,12,,,0.97,"6 km WSW of Bhach?u, India",earthquake,,,,2
2001-02-28T02:41:47.500Z,28.629,76.04,33,3.8,mb,9,,,0.86,"20 km SSW of Bhiw?ni, India",earthquake,,,,2
2001-02-23T22:54:32.560Z,30.998,78.066,21.2,4.5,mb,24,,,1.07,"24 km NNW of Barkot, India",earthquake,,,,9
2001-02-22T02:13:00.210Z,23.329,70.291,10,4.7,mb,66,,,0.96,"6 km WNW of Bhach?u, India",earthquake,,,,36
2001-02-20T17:33:36.060Z,33.289,75.893,57.4,4.6,mb,63,,,0.78,"12 km ESE of Kishtw?r, India",earthquake,,9,,38
2001-02-20T08:42:09.800Z,30.983,78.235,33,3.8,mb,15,,,0.61,"19 km N of Barkot, India",earthquake,,,,4
2001-02-19T15:05:58.190Z,23.473,70.581,10,4.1,mb,8,,,1.43,"12 km SSW of R?par, India",earthquake,,,,1
2001-02-19T09:21:58.590Z,23.523,70.102,10,4.2,mb,14,,,1.22,"34 km NW of Bhach?u, India",earthquake,,,,1
2001-02-19T08:24:20.160Z,23.568,70.072,10,5.4,mwc,155,,,1.1,"40 km NW of Bhach?u, India",earthquake,,,,
2001-02-19T02:11:09.380Z,23.517,70.107,10,4.6,mb,56,,,1.12,"34 km NW of Bhach?u, India",earthquake,,,,25
2001-02-17T08:27:25.200Z,23.359,70.451,10,4.8,mb,67,,,1.05,"12 km ENE of Bhach?u, India",earthquake,,,,33
2001-02-15T10:04:36.390Z,23.272,70.293,10,4.7,mb,67,,,0.97,"5 km WSW of Bhach?u, India",earthquake,,,,33
2001-02-15T07:22:47.700Z,23.232,70.229,10,4,mb,10,,,1.33,"13 km WSW of Bhach?u, India",earthquake,,,,1
2001-02-15T05:38:30.830Z,23.251,70.29,10,4.8,mb,7,,,0.66,"7 km SW of Bhach?u, India",earthquake,,,,1
2001-02-11T23:39:41.380Z,23.342,70.301,10,3.8,mb,8,,,1.22,"6 km NW of Bhach?u, India",earthquake,,,,3
2001-02-11T15:29:39.050Z,23.274,70.311,10,4.5,mb,13,,,1.42,"4 km SW of Bhach?u, India",earthquake,,,,2
2001-02-11T10:48:32.220Z,23.273,70.177,10,3.9,mb,7,,,1.22,"17 km W of Bhach?u, India",earthquake,,,,1
2001-02-11T02:33:17.650Z,23.219,70.512,10,4.6,mb,52,,,1.2,"19 km ESE of Bhach?u, India",earthquake,,,,24
2001-02-10T05:37:32.450Z,23.572,70.434,10,3.8,mb,12,,,1.4,"21 km W of R?par, India",earthquake,,,,2
2001-02-09T13:24:52.450Z,34.054,79.626,33,4.2,mb,16,,,1.06,"188 km E of Leh, India",earthquake,,,,5
2001-02-09T12:37:01.780Z,23.357,70.371,10,4.8,mb,14,,,1.3,"7 km NNE of Bhach?u, India",earthquake,,,,1
2001-02-09T10:07:38.890Z,23.639,70.019,10,4.7,mb,40,,,1.12,"50 km NW of Bhach?u, India",earthquake,,,,12
2001-02-08T16:54:41.020Z,23.654,70.425,10,5.1,ms,62,,,1.19,"24 km WNW of R?par, India",earthquake,,,,2
2001-02-08T09:33:08.770Z,23.338,70.459,10,4.3,mb,24,,,0.74,"12 km ENE of Bhach?u, India",earthquake,,,,7
2001-02-08T03:25:54.140Z,23.357,70.293,10,4.4,mb,27,,,1.06,"8 km NW of Bhach?u, India",earthquake,,,,6
2001-02-05T02:59:36.100Z,23.515,70.048,10,4.7,mb,41,,,1.03,"38 km NW of Bhach?u, India",earthquake,,,,10
2001-02-04T17:23:13.720Z,23.351,70.307,10,4.4,mb,41,,,1.03,"6 km NNW of Bhach?u, India",earthquake,,,,13
2001-02-04T15:34:06.300Z,23.465,70.107,10,4.4,mb,19,,,1.22,"30 km NW of Bhach?u, India",earthquake,,,,6
2001-02-04T10:14:07.800Z,33.205,75.805,18.2,4.7,mb,29,,,1.31,"12 km SSE of Kishtw?r, India",earthquake,,,,9
2001-02-04T04:50:33.980Z,23.248,70.092,10,4.1,mb,22,,,0.72,"Gujarat, India",earthquake,,,,3
2001-02-04T04:47:24.350Z,23.519,70.126,10,4.5,mb,24,,,1.04,"32 km NW of Bhach?u, India",earthquake,,,,5
2001-02-03T10:06:36.900Z,23.2,70.088,10,4.5,mb,24,,,1.06,"11 km NNE of Anj?r, India",earthquake,,,,5
2001-02-03T09:19:37.980Z,23.403,69.999,10,3.9,mb,13,,,0.87,"32 km N of Anj?r, India",earthquake,,,,2
2001-02-03T03:04:32.890Z,23.655,70.435,10,5.3,mb,250,,,1.02,"23 km WNW of R?par, India",earthquake,,,,117
2001-02-01T22:29:34.710Z,23.48,70.185,10,4.6,mb,32,,,1.23,"25 km NW of Bhach?u, India",earthquake,,,,11
2001-02-01T22:20:48.340Z,23.197,70.204,10,4.2,mb,19,,,1.16,"14 km NNE of G?ndh?dh?m, India",earthquake,,,,6
2001-02-01T21:06:58.080Z,23.165,70.365,10,4.1,mb,13,,,1.34,"14 km S of Bhach?u, India",earthquake,,,,4
